candidate_id,target_role,seniority_level,experience_years,skills,tools,education,certifications,project_summary,resume_text,cleaned_text,synthetic_data,privacy_status
CAND_0204,Backend Developer,Middle,3,"Kubernetes, Java, PostgreSQL, MongoDB, REST API, Microservices, Docker, Node.js, FastAPI, JWT, Agile, Documentation, Git, Security Awareness, OpenAI API, Guardrails, authentication middleware, server-side APIs","Linux, AWS, Swagger, Postman, Jira, Git",Applied Computing degree,"Microsoft Azure Developer Associate, Oracle Java Foundations","Improved authentication, data validation, and deployment reliability for a transport permit application service.","Project experience overview: Synthetic anonymized candidate CAND_0204 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: Kubernetes, Java, PostgreSQL, MongoDB, REST API, Microservices, Docker, Node.js, FastAPI, JWT, Agile, Documentation, Git, Security Awareness, OpenAI API, Guardrails, authentication middleware, server-side APIs. Tools: Linux, AWS, Swagger, Postman, Jira, Git. Education: Applied Computing degree. Certifications: Microsoft Azure Developer Associate, Oracle Java Foundations. Project summary: Improved authentication, data validation, and deployment reliability for a transport permit application service. Responsibilities included supported junior developers, integrated services, owned medium-complexity features. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0204 for middle backend developer. experience 3 years in it delivery for public service environments. skills kubernetes java postgresql mongodb rest api microservices docker node.js fastapi jwt agile documentation git security awareness openai api guardrails authentication middleware server-side apis. tools linux aws swagger postman jira git. education applied computing degree. certifications microsoft azure developer associate oracle java foundations. project summary improved authentication data validation and deployment reliability for a transport permit application service. responsibilities included supported junior developers integrated services owned medium-complexity features. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0205,Backend Developer,Middle,3,"MongoDB, API Documentation, FastAPI, Kubernetes, Node.js, Python, Java, Docker, PostgreSQL, Security Awareness, Git, Guardrails, Agentic AI, service architecture, server-side APIs","Docker, Linux, Git, Azure, Swagger, Slack",BSc Information Systems,"Microsoft Azure Developer Associate, Oracle Java Foundations",Integrated internal services and optimized database queries for a municipal reporting and request system.,"Project experience overview: Synthetic anonymized candidate CAND_0205 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: MongoDB, API Documentation, FastAPI, Kubernetes, Node.js, Python, Java, Docker, PostgreSQL, Security Awareness, Git, Guardrails, Agentic AI, service architecture, server-side APIs. Tools: Docker, Linux, Git, Azure, Swagger, Slack. Education: BSc Information Systems. Certifications: Microsoft Azure Developer Associate, Oracle Java Foundations. Project summary: Integrated internal services and optimized database queries for a municipal reporting and request system. Responsibilities included integrated services, owned medium-complexity features, improved release quality. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0205 for middle backend developer. experience 3 years in it delivery for public service environments. skills mongodb api documentation fastapi kubernetes node.js python java docker postgresql security awareness git guardrails agentic ai service architecture server-side apis. tools docker linux git azure swagger slack. education bsc information systems. certifications microsoft azure developer associate oracle java foundations. project summary integrated internal services and optimized database queries for a municipal reporting and request system. responsibilities included integrated services owned medium-complexity features improved release quality. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0206,Backend Developer,Middle,4,"Spring Boot, Microservices, PostgreSQL, MongoDB, Authentication, Python, Docker, Node.js, Django, API Documentation, Documentation, Security Awareness, REST API, ChromaDB, NLP, authentication middleware, server-side APIs","GitHub Actions, AWS, Azure, Linux, Swagger, Docker, Confluence, Jira",BSc Computer Science,"Oracle Java Foundations, Docker Certified Associate",Integrated internal services and optimized database queries for a transport permit application service.,"Professional summary: Synthetic anonymized candidate CAND_0206 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: Spring Boot, Microservices, PostgreSQL, MongoDB, Authentication, Python, Docker, Node.js, Django, API Documentation, Documentation, Security Awareness, REST API, ChromaDB, NLP, authentication middleware, server-side APIs. Tools: GitHub Actions, AWS, Azure, Linux, Swagger, Docker, Confluence, Jira. Education: BSc Computer Science. Certifications: Oracle Java Foundations, Docker Certified Associate. Project summary: Integrated internal services and optimized database queries for a transport permit application service. Responsibilities included integrated services, supported junior developers, reviewed pull requests. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0206 for middle backend developer. experience 4 years in it delivery for public service environments. skills spring boot microservices postgresql mongodb authentication python docker node.js django api documentation documentation security awareness rest api chromadb nlp authentication middleware server-side apis. tools github actions aws azure linux swagger docker confluence jira. education bsc computer science. certifications oracle java foundations docker certified associate. project summary integrated internal services and optimized database queries for a transport permit application service. responsibilities included integrated services supported junior developers reviewed pull requests. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0207,Backend Developer,Middle,5,"Node.js, Microservices, Spring Boot, JWT, Docker, Python, Authentication, Agile, API Testing, Documentation, Feature Engineering, Scikit-learn, database transactions, server-side APIs","Azure, GitHub Actions, Git, AWS, Jira, Slack",BSc Information Systems,AWS Developer Associate,"Improved authentication, data validation, and deployment reliability for a secure document submission workflow.","Project experience overview: Synthetic anonymized candidate CAND_0207 for Middle Backend Developer. Experience: 5 years in IT delivery for public service environments. Skills: Node.js, Microservices, Spring Boot, JWT, Docker, Python, Authentication, Agile, API Testing, Documentation, Feature Engineering, Scikit-learn, database transactions, server-side APIs. Tools: Azure, GitHub Actions, Git, AWS, Jira, Slack. Education: BSc Information Systems. Certifications: AWS Developer Associate. Project summary: Improved authentication, data validation, and deployment reliability for a secure document submission workflow. Responsibilities included owned medium-complexity features, improved release quality, integrated services. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0207 for middle backend developer. experience 5 years in it delivery for public service environments. skills node.js microservices spring boot jwt docker python authentication agile api testing documentation feature engineering scikit-learn database transactions server-side apis. tools azure github actions git aws jira slack. education bsc information systems. certifications aws developer associate. project summary improved authentication data validation and deployment reliability for a secure document submission workflow. responsibilities included owned medium-complexity features improved release quality integrated services. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0208,Backend Developer,Middle,5,"Django, Python, Authentication, MongoDB, Docker, Microservices, Spring Boot, PostgreSQL, API Documentation, FastAPI, Agile, Security Awareness, Git, Embeddings, Fine-tuning, service architecture, server-side APIs","Azure, Postman, Swagger, Docker, AWS, Linux, Slack, Jira",BSc Software Engineering,"Oracle Java Foundations, AWS Developer Associate",Integrated internal services and optimized database queries for a municipal reporting and request system.,"Professional summary: Synthetic anonymized candidate CAND_0208 for Middle Backend Developer. Experience: 5 years in IT delivery for public service environments. Skills: Django, Python, Authentication, MongoDB, Docker, Microservices, Spring Boot, PostgreSQL, API Documentation, FastAPI, Agile, Security Awareness, Git, Embeddings, Fine-tuning, service architecture, server-side APIs. Tools: Azure, Postman, Swagger, Docker, AWS, Linux, Slack, Jira. Education: BSc Software Engineering. Certifications: Oracle Java Foundations, AWS Developer Associate. Project summary: Integrated internal services and optimized database queries for a municipal reporting and request system. Responsibilities included improved release quality, reviewed pull requests, integrated services. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0208 for middle backend developer. experience 5 years in it delivery for public service environments. skills django python authentication mongodb docker microservices spring boot postgresql api documentation fastapi agile security awareness git embeddings fine-tuning service architecture server-side apis. tools azure postman swagger docker aws linux slack jira. education bsc software engineering. certifications oracle java foundations aws developer associate. project summary integrated internal services and optimized database queries for a municipal reporting and request system. responsibilities included improved release quality reviewed pull requests integrated services. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0209,Backend Developer,Middle,3,"Spring Boot, Django, Java, Docker, REST API, MongoDB, PostgreSQL, FastAPI, Node.js, Python, Kubernetes, SQL, API Testing, Public Service Systems, Model Training, authentication middleware, database transactions","GitHub Actions, AWS, Azure, Docker, Git, Postman, Confluence, Jira",Applied Computing degree,Microsoft Azure Developer Associate,Integrated internal services and optimized database queries for a municipal reporting and request system.,"Professional summary: Synthetic anonymized candidate CAND_0209 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: Spring Boot, Django, Java, Docker, REST API, MongoDB, PostgreSQL, FastAPI, Node.js, Python, Kubernetes, SQL, API Testing, Public Service Systems, Model Training, authentication middleware, database transactions. Tools: GitHub Actions, AWS, Azure, Docker, Git, Postman, Confluence, Jira. Education: Applied Computing degree. Certifications: Microsoft Azure Developer Associate. Project summary: Integrated internal services and optimized database queries for a municipal reporting and request system. Responsibilities included supported junior developers, improved release quality, integrated services. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0209 for middle backend developer. experience 3 years in it delivery for public service environments. skills spring boot django java docker rest api mongodb postgresql fastapi node.js python kubernetes sql api testing public service systems model training authentication middleware database transactions. tools github actions aws azure docker git postman confluence jira. education applied computing degree. certifications microsoft azure developer associate. project summary integrated internal services and optimized database queries for a municipal reporting and request system. responsibilities included supported junior developers improved release quality integrated services. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0210,Backend Developer,Middle,3,"MongoDB, Node.js, FastAPI, Microservices, Kubernetes, Django, PostgreSQL, REST API, Authentication, API Testing, Regression, TensorFlow, service architecture, authentication middleware","Swagger, GitHub Actions, Docker, Git, AWS, Azure, Slack",BSc Information Systems,"Microsoft Azure Developer Associate, Oracle Java Foundations","Improved authentication, data validation, and deployment reliability for a transport permit application service.","Technical background: Synthetic anonymized candidate CAND_0210 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: MongoDB, Node.js, FastAPI, Microservices, Kubernetes, Django, PostgreSQL, REST API, Authentication, API Testing, Regression, TensorFlow, service architecture, authentication middleware. Tools: Swagger, GitHub Actions, Docker, Git, AWS, Azure, Slack. Education: BSc Information Systems. Certifications: Microsoft Azure Developer Associate, Oracle Java Foundations. Project summary: Improved authentication, data validation, and deployment reliability for a transport permit application service. Responsibilities included owned medium-complexity features, reviewed pull requests, supported junior developers. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0210 for middle backend developer. experience 3 years in it delivery for public service environments. skills mongodb node.js fastapi microservices kubernetes django postgresql rest api authentication api testing regression tensorflow service architecture authentication middleware. tools swagger github actions docker git aws azure slack. education bsc information systems. certifications microsoft azure developer associate oracle java foundations. project summary improved authentication data validation and deployment reliability for a transport permit application service. responsibilities included owned medium-complexity features reviewed pull requests supported junior developers. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0211,Backend Developer,Middle,3,"JWT, API Documentation, Django, Kubernetes, REST API, Node.js, Python, MongoDB, PostgreSQL, Git, Agile, PyTorch, authentication middleware, database transactions","Docker, Swagger, AWS, GitHub Actions, Azure, Git, Slack, Jira",BSc Information Systems,"AWS Developer Associate, Microsoft Azure Developer Associate","Improved authentication, data validation, and deployment reliability for a public benefits case management portal.","Candidate profile: Synthetic anonymized candidate CAND_0211 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: JWT, API Documentation, Django, Kubernetes, REST API, Node.js, Python, MongoDB, PostgreSQL, Git, Agile, PyTorch, authentication middleware, database transactions. Tools: Docker, Swagger, AWS, GitHub Actions, Azure, Git, Slack, Jira. Education: BSc Information Systems. Certifications: AWS Developer Associate, Microsoft Azure Developer Associate. Project summary: Improved authentication, data validation, and deployment reliability for a public benefits case management portal. Responsibilities included integrated services, improved release quality, supported junior developers. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",candidate profile synthetic anonymized candidate cand 0211 for middle backend developer. experience 3 years in it delivery for public service environments. skills jwt api documentation django kubernetes rest api node.js python mongodb postgresql git agile pytorch authentication middleware database transactions. tools docker swagger aws github actions azure git slack jira. education bsc information systems. certifications aws developer associate microsoft azure developer associate. project summary improved authentication data validation and deployment reliability for a public benefits case management portal. responsibilities included integrated services improved release quality supported junior developers. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0212,Backend Developer,Middle,3,"Java, Node.js, FastAPI, Django, MongoDB, PostgreSQL, Authentication, Python, Public Service Systems, Docker, Security Awareness, API integration, CSS3, authentication middleware, service architecture","Azure, Linux, Docker, Postman, Git, Jira",BSc Information Systems,"AWS Developer Associate, Oracle Java Foundations",Integrated internal services and optimized database queries for a citizen appointment booking service.,"Role-focused CV summary: Synthetic anonymized candidate CAND_0212 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: Java, Node.js, FastAPI, Django, MongoDB, PostgreSQL, Authentication, Python, Public Service Systems, Docker, Security Awareness, API integration, CSS3, authentication middleware, service architecture. Tools: Azure, Linux, Docker, Postman, Git, Jira. Education: BSc Information Systems. Certifications: AWS Developer Associate, Oracle Java Foundations. Project summary: Integrated internal services and optimized database queries for a citizen appointment booking service. Responsibilities included owned medium-complexity features, reviewed pull requests, improved release quality. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",role-focused cv summary synthetic anonymized candidate cand 0212 for middle backend developer. experience 3 years in it delivery for public service environments. skills java node.js fastapi django mongodb postgresql authentication python public service systems docker security awareness api integration css3 authentication middleware service architecture. tools azure linux docker postman git jira. education bsc information systems. certifications aws developer associate oracle java foundations. project summary integrated internal services and optimized database queries for a citizen appointment booking service. responsibilities included owned medium-complexity features reviewed pull requests improved release quality. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0213,Backend Developer,Middle,4,"API Documentation, JWT, Kubernetes, Java, REST API, FastAPI, MongoDB, PostgreSQL, Python, SQL, Public Service Systems, Git, OpenAI API, LangChain, authentication middleware, service architecture","Linux, GitHub Actions, Git, Postman, AWS, Confluence",Applied Computing degree,"Microsoft Azure Developer Associate, AWS Developer Associate",Integrated internal services and optimized database queries for a digital identity verification platform.,"Project experience overview: Synthetic anonymized candidate CAND_0213 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: API Documentation, JWT, Kubernetes, Java, REST API, FastAPI, MongoDB, PostgreSQL, Python, SQL, Public Service Systems, Git, OpenAI API, LangChain, authentication middleware, service architecture. Tools: Linux, GitHub Actions, Git, Postman, AWS, Confluence. Education: Applied Computing degree. Certifications: Microsoft Azure Developer Associate, AWS Developer Associate. Project summary: Integrated internal services and optimized database queries for a digital identity verification platform. Responsibilities included integrated services, owned medium-complexity features, reviewed pull requests. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0213 for middle backend developer. experience 4 years in it delivery for public service environments. skills api documentation jwt kubernetes java rest api fastapi mongodb postgresql python sql public service systems git openai api langchain authentication middleware service architecture. tools linux github actions git postman aws confluence. education applied computing degree. certifications microsoft azure developer associate aws developer associate. project summary integrated internal services and optimized database queries for a digital identity verification platform. responsibilities included integrated services owned medium-complexity features reviewed pull requests. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0214,Backend Developer,Middle,5,"Authentication, Spring Boot, MongoDB, API Documentation, Python, Kubernetes, Node.js, JWT, PostgreSQL, Microservices, Java, API Testing, REST API, Model Deployment, PyTorch, server-side APIs, authentication middleware","Postman, Linux, Azure, Swagger, Jira, Confluence",Applied Computing degree,Oracle Java Foundations,Integrated internal services and optimized database queries for a digital identity verification platform.,"Candidate profile: Synthetic anonymized candidate CAND_0214 for Middle Backend Developer. Experience: 5 years in IT delivery for public service environments. Skills: Authentication, Spring Boot, MongoDB, API Documentation, Python, Kubernetes, Node.js, JWT, PostgreSQL, Microservices, Java, API Testing, REST API, Model Deployment, PyTorch, server-side APIs, authentication middleware. Tools: Postman, Linux, Azure, Swagger, Jira, Confluence. Education: Applied Computing degree. Certifications: Oracle Java Foundations. Project summary: Integrated internal services and optimized database queries for a digital identity verification platform. Responsibilities included supported junior developers, integrated services, reviewed pull requests. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",candidate profile synthetic anonymized candidate cand 0214 for middle backend developer. experience 5 years in it delivery for public service environments. skills authentication spring boot mongodb api documentation python kubernetes node.js jwt postgresql microservices java api testing rest api model deployment pytorch server-side apis authentication middleware. tools postman linux azure swagger jira confluence. education applied computing degree. certifications oracle java foundations. project summary integrated internal services and optimized database queries for a digital identity verification platform. responsibilities included supported junior developers integrated services reviewed pull requests. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0215,Backend Developer,Middle,4,"Node.js, PostgreSQL, Microservices, Docker, FastAPI, Python, Authentication, Kubernetes, REST API, SQL, NLP, authentication middleware, service architecture","Postman, Git, GitHub Actions, Docker, Linux, Slack, Jira",Applied Computing degree,"Microsoft Azure Developer Associate, AWS Developer Associate",Integrated internal services and optimized database queries for a health service information dashboard.,"Technical background: Synthetic anonymized candidate CAND_0215 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: Node.js, PostgreSQL, Microservices, Docker, FastAPI, Python, Authentication, Kubernetes, REST API, SQL, NLP, authentication middleware, service architecture. Tools: Postman, Git, GitHub Actions, Docker, Linux, Slack, Jira. Education: Applied Computing degree. Certifications: Microsoft Azure Developer Associate, AWS Developer Associate. Project summary: Integrated internal services and optimized database queries for a health service information dashboard. Responsibilities included reviewed pull requests, supported junior developers, improved release quality. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0215 for middle backend developer. experience 4 years in it delivery for public service environments. skills node.js postgresql microservices docker fastapi python authentication kubernetes rest api sql nlp authentication middleware service architecture. tools postman git github actions docker linux slack jira. education applied computing degree. certifications microsoft azure developer associate aws developer associate. project summary integrated internal services and optimized database queries for a health service information dashboard. responsibilities included reviewed pull requests supported junior developers improved release quality. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0216,Backend Developer,Middle,4,"PostgreSQL, Microservices, FastAPI, Docker, JWT, Django, Kubernetes, API Documentation, API Testing, Documentation, Tailwind CSS, Next.js, authentication middleware, server-side APIs","GitHub Actions, Git, Linux, Swagger, Docker, Jira",Applied Computing degree,Microsoft Azure Developer Associate,Integrated internal services and optimized database queries for a transport permit application service.,"Professional summary: Synthetic anonymized candidate CAND_0216 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: PostgreSQL, Microservices, FastAPI, Docker, JWT, Django, Kubernetes, API Documentation, API Testing, Documentation, Tailwind CSS, Next.js, authentication middleware, server-side APIs. Tools: GitHub Actions, Git, Linux, Swagger, Docker, Jira. Education: Applied Computing degree. Certifications: Microsoft Azure Developer Associate. Project summary: Integrated internal services and optimized database queries for a transport permit application service. Responsibilities included supported junior developers, integrated services, owned medium-complexity features. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0216 for middle backend developer. experience 4 years in it delivery for public service environments. skills postgresql microservices fastapi docker jwt django kubernetes api documentation api testing documentation tailwind css next.js authentication middleware server-side apis. tools github actions git linux swagger docker jira. education applied computing degree. certifications microsoft azure developer associate. project summary integrated internal services and optimized database queries for a transport permit application service. responsibilities included supported junior developers integrated services owned medium-complexity features. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0217,Backend Developer,Middle,3,"Spring Boot, FastAPI, MongoDB, API Documentation, Docker, Kubernetes, Python, SQL, API Testing, Regression, Feature Engineering, database transactions, service architecture","Postman, GitHub Actions, Docker, Azure, Git, Confluence",Applied Computing degree,AWS Developer Associate,Integrated internal services and optimized database queries for a education records support platform.,"Technical background: Synthetic anonymized candidate CAND_0217 for Middle Backend Developer. Experience: 3 years in IT delivery for public service environments. Skills: Spring Boot, FastAPI, MongoDB, API Documentation, Docker, Kubernetes, Python, SQL, API Testing, Regression, Feature Engineering, database transactions, service architecture. Tools: Postman, GitHub Actions, Docker, Azure, Git, Confluence. Education: Applied Computing degree. Certifications: AWS Developer Associate. Project summary: Integrated internal services and optimized database queries for a education records support platform. Responsibilities included supported junior developers, improved release quality, owned medium-complexity features. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0217 for middle backend developer. experience 3 years in it delivery for public service environments. skills spring boot fastapi mongodb api documentation docker kubernetes python sql api testing regression feature engineering database transactions service architecture. tools postman github actions docker azure git confluence. education applied computing degree. certifications aws developer associate. project summary integrated internal services and optimized database queries for a education records support platform. responsibilities included supported junior developers improved release quality owned medium-complexity features. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0218,Backend Developer,Middle,4,"Node.js, MongoDB, Django, Authentication, Spring Boot, PostgreSQL, JWT, SQL, Docker, REST API, ChromaDB, Embeddings, database transactions, service architecture","GitHub Actions, Git, Docker, AWS, Linux, Swagger, Confluence, Slack",Applied Computing degree,"Docker Certified Associate, Oracle Java Foundations","Improved authentication, data validation, and deployment reliability for a public service contact centre tooling.","Project experience overview: Synthetic anonymized candidate CAND_0218 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: Node.js, MongoDB, Django, Authentication, Spring Boot, PostgreSQL, JWT, SQL, Docker, REST API, ChromaDB, Embeddings, database transactions, service architecture. Tools: GitHub Actions, Git, Docker, AWS, Linux, Swagger, Confluence, Slack. Education: Applied Computing degree. Certifications: Docker Certified Associate, Oracle Java Foundations. Project summary: Improved authentication, data validation, and deployment reliability for a public service contact centre tooling. Responsibilities included owned medium-complexity features, improved release quality, supported junior developers. Impact: supported secure public service delivery. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0218 for middle backend developer. experience 4 years in it delivery for public service environments. skills node.js mongodb django authentication spring boot postgresql jwt sql docker rest api chromadb embeddings database transactions service architecture. tools github actions git docker aws linux swagger confluence slack. education applied computing degree. certifications docker certified associate oracle java foundations. project summary improved authentication data validation and deployment reliability for a public service contact centre tooling. responsibilities included owned medium-complexity features improved release quality supported junior developers. impact supported secure public service delivery. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0219,Backend Developer,Middle,5,"MongoDB, API Documentation, Microservices, Java, Node.js, Authentication, Spring Boot, Docker, JWT, Kubernetes, PostgreSQL, Public Service Systems, SQL, Mobile UI, server-side APIs, service architecture","Postman, Swagger, Git, Docker, Linux, GitHub Actions, Slack, Confluence",BSc Computer Science,"AWS Developer Associate, Docker Certified Associate",Integrated internal services and optimized database queries for a education records support platform.,"Professional summary: Synthetic anonymized candidate CAND_0219 for Middle Backend Developer. Experience: 5 years in IT delivery for public service environments. Skills: MongoDB, API Documentation, Microservices, Java, Node.js, Authentication, Spring Boot, Docker, JWT, Kubernetes, PostgreSQL, Public Service Systems, SQL, Mobile UI, server-side APIs, service architecture. Tools: Postman, Swagger, Git, Docker, Linux, GitHub Actions, Slack, Confluence. Education: BSc Computer Science. Certifications: AWS Developer Associate, Docker Certified Associate. Project summary: Integrated internal services and optimized database queries for a education records support platform. Responsibilities included owned medium-complexity features, integrated services, supported junior developers. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0219 for middle backend developer. experience 5 years in it delivery for public service environments. skills mongodb api documentation microservices java node.js authentication spring boot docker jwt kubernetes postgresql public service systems sql mobile ui server-side apis service architecture. tools postman swagger git docker linux github actions slack confluence. education bsc computer science. certifications aws developer associate docker certified associate. project summary integrated internal services and optimized database queries for a education records support platform. responsibilities included owned medium-complexity features integrated services supported junior developers. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0220,Backend Developer,Middle,4,"MongoDB, Kubernetes, Django, Docker, Microservices, Python, Spring Boot, Authentication, REST API, JWT, Documentation, Agile, HTML5, Jest, server-side APIs, service architecture","Linux, Git, Swagger, Postman, Confluence, Slack",Applied Computing degree,AWS Developer Associate,"Developed secure API endpoints, database models, and service documentation for a health service information dashboard.","Candidate profile: Synthetic anonymized candidate CAND_0220 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: MongoDB, Kubernetes, Django, Docker, Microservices, Python, Spring Boot, Authentication, REST API, JWT, Documentation, Agile, HTML5, Jest, server-side APIs, service architecture. Tools: Linux, Git, Swagger, Postman, Confluence, Slack. Education: Applied Computing degree. Certifications: AWS Developer Associate. Project summary: Developed secure API endpoints, database models, and service documentation for a health service information dashboard. Responsibilities included improved release quality, supported junior developers, reviewed pull requests. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",candidate profile synthetic anonymized candidate cand 0220 for middle backend developer. experience 4 years in it delivery for public service environments. skills mongodb kubernetes django docker microservices python spring boot authentication rest api jwt documentation agile html5 jest server-side apis service architecture. tools linux git swagger postman confluence slack. education applied computing degree. certifications aws developer associate. project summary developed secure api endpoints database models and service documentation for a health service information dashboard. responsibilities included improved release quality supported junior developers reviewed pull requests. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0221,Backend Developer,Middle,4,"JWT, PostgreSQL, Authentication, Django, Kubernetes, Docker, Node.js, Spring Boot, MongoDB, Python, Public Service Systems, REST API, Security Awareness, Test Cases, SQL, authentication middleware, server-side APIs","AWS, Azure, Docker, Swagger, Linux, Slack, Git",BSc Information Systems,"Docker Certified Associate, Oracle Java Foundations","Improved authentication, data validation, and deployment reliability for a digital identity verification platform.","Project experience overview: Synthetic anonymized candidate CAND_0221 for Middle Backend Developer. Experience: 4 years in IT delivery for public service environments. Skills: JWT, PostgreSQL, Authentication, Django, Kubernetes, Docker, Node.js, Spring Boot, MongoDB, Python, Public Service Systems, REST API, Security Awareness, Test Cases, SQL, authentication middleware, server-side APIs. Tools: AWS, Azure, Docker, Swagger, Linux, Slack, Git. Education: BSc Information Systems. Certifications: Docker Certified Associate, Oracle Java Foundations. Project summary: Improved authentication, data validation, and deployment reliability for a digital identity verification platform. Responsibilities included supported junior developers, owned medium-complexity features, reviewed pull requests. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0221 for middle backend developer. experience 4 years in it delivery for public service environments. skills jwt postgresql authentication django kubernetes docker node.js spring boot mongodb python public service systems rest api security awareness test cases sql authentication middleware server-side apis. tools aws azure docker swagger linux slack git. education bsc information systems. certifications docker certified associate oracle java foundations. project summary improved authentication data validation and deployment reliability for a digital identity verification platform. responsibilities included supported junior developers owned medium-complexity features reviewed pull requests. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
